B199610150955A,1996-10-15,09:55:59, 5,  44.79,   10.78,  10.0,5.3,5.1,NORTHERN ITALY           ,PDE,  0,    0,   0, 18,   31,  45,  0,    0,   0, 1,  9.0, 0.5,  44.86, 0.05,   10.62, 0.09,  15.0, -1.0,FREE , 1.20,D-B199610150955A,24,  1.030, 0.050, -1.060, 0.070,  0.030, 0.090,  0.370, 0.200, -0.740, 0.170, -0.630, 0.050,   1.570, 57,  65,  -0.220, 33, 246,  -1.350,  1, 156,   1.460, 217, 53,   47,  94, 54,  132,5.38,D,A
S199610151218A,1996-10-15,12:18:24, 1,  44.78,   10.73,  10.0,4.7,0.0,NORTHERN ITALY           ,Nei,  0,    0,   0, 11,   17,  35,  0,    0,   0, 1,  4.1, 0.3,  44.82, 0.02,   11.01, 0.03,  17.8,  1.1,FREE , 1.00,D-S199610151218A,22,  3.030, 0.470, -3.420, 0.290,  0.390, 0.260,  0.140, 0.400,  2.580, 0.510, -2.090, 0.150,   4.730, 56, 257,  -0.180, 33,  56,  -4.550, 10, 152,   4.640, 275, 45,  139,  36, 63,   53,4.38,D,A
S199610201906A,1996-10-20,19:06:55, 2,  42.60,   13.28,  10.0,4.7,0.0,CENTRAL ITALY            ,Nei,  0,    0,   0, 14,   22,  35,  0,    0,   0, 1,  4.3, 0.6,  42.52, 0.04,   13.23, 0.03,  10.0,  0.0,FIX  , 1.00,D-S199610201906A,22, -3.440, 0.160,  1.090, 0.130,  2.350, 0.160,  0.270, 0.570, -2.530, 0.480, -1.910, 0.110,   4.380, 16,  59,   0.040, 15, 153,  -4.420, 68, 283,   4.400, 128, 31, -119, 341, 63,  -74,4.37,D,A
R199612140018A,1996-12-14,00:18:44, 9,  37.81,   13.84,  40.0,4.7,0.0,SICILY                   ,Nei,  0,    0,   0,  8,   11,  35,  0,    0,   0, 1, -1.9, 0.8,  37.81, 0.05,   13.64, 0.12,  15.0,  0.0,FIX  , 1.00,D-R199612140018A,22, -1.760, 0.270,  1.770, 0.170, -0.010, 0.310,  2.420, 0.820,  1.170, 1.230, -0.480, 0.170,   3.010, 27, 358,   0.450, 17, 259,  -3.460, 57, 141,   3.230, 123, 23,  -43, 254, 74, -108,4.28,D,A
S199612210846A,1996-12-21,08:46:01, 0,  40.04,   13.02, 487.0,4.9,0.0,TYRRHENIAN SEA           ,Nei,  0,    0,   0, 21,   28,  35,  0,    0,   0, 1,  4.0, 0.3,  39.92, 0.02,   13.04, 0.03, 477.8,  2.3,FREE , 1.00,D-S199612210846A,24,  5.030, 0.380, -9.410, 0.410,  4.380, 0.560,  5.110, 0.370, -5.230, 0.690, -5.650, 0.380,   1.257, 43,  64,  -0.051, 45, 267,  -1.206, 12, 165,   1.232, 214, 51,   25, 107, 70,  139,5.33,D,A
R199701121210A,1997-01-12,12:10:51, 2,  40.96,   19.67,  10.0,4.8,0.0,ALBANIA                  ,NEI,  0,    0,   0, 27,   52,  35,  0,    0,   0, 1,  2.9, 0.2,  40.76, 0.01,   19.75, 0.01,  10.0,  0.0,FIX  , 1.00,D-R199701121210A,23, -0.210, 0.060,  0.230, 0.050, -0.020, 0.050,  0.800, 0.120, -0.530, 0.120,  2.110, 0.030,   2.240,  6, 318,   0.160, 66,  61,  -2.410, 23, 225,   2.330,   4, 70, -167, 270, 78,  -21,4.85,D,A
R199701191942A,1997-01-19,19:42:38, 4,  40.82,   19.67,  10.0,4.8,0.0,ALBANIA                  ,NEI,  0,    0,   0, 20,   34,  35,  0,    0,   0, 1,  3.4, 0.1,  40.71, 0.01,   19.79, 0.01,  10.0,  0.0,FIX  , 1.00,D-R199701191942A,23,  0.050, 0.030,  0.000, 0.030, -0.050, 0.030,  0.620, 0.070, -0.160, 0.070,  1.310, 0.020,   1.380, 15, 319,   0.160, 65,  84,  -1.540, 20, 223,   1.460,   2, 65, -177, 270, 87,  -25,4.71,D,A
R199703192310A,1997-03-19,23:10:49, 2,  41.40,   14.63,  10.0,4.6,0.0,SOUTHERN ITALY           ,NEI,  0,    0,   0, 23,   31,  35,  0,    0,   0, 1,  2.2, 0.3,  41.34, 0.02,   14.35, 0.03,  10.0,  0.0,FIX  , 1.00,D-R199703192310A,22, -6.350, 0.230,  4.990, 0.120,  1.360, 0.260, -3.750, 0.720,  3.310, 1.050, -1.390, 0.150,   7.110, 20, 205,   1.180,  9, 298,  -8.300, 68,  51,   7.700, 280, 27, -110, 122, 65,  -80,4.53,D,A
R199703250046A,1997-03-25,00:46:13, 8,  36.93,   16.03,  33.0,4.7,0.0,MEDITERRANEAN SEA        ,NEI,  0,    0,   0, 13,   18,  35,  0,    0,   0, 1, 12.0, 0.7,  37.31, 0.04,   15.55, 0.08,  30.7,  1.9,FREE , 1.00,D-R199703250046A,22, -0.170, 1.580, -3.090, 0.890,  3.260, 1.000, -0.180, 0.740, -1.470, 0.940, -5.840, 0.540,   6.920,  9,  60,  -0.240, 78, 199,  -6.690,  8, 329,   6.810, 104, 78,  179, 194, 89,   12,4.49,D,A
R199707200339A,1997-07-20,03:39:11, 1,  41.26,   19.82,  33.0,4.5,0.0,ALBANIA                  ,Nei,  0,    0,   0, 16,   30,  35,  0,    0,   0, 1,  2.6, 0.2,  41.19, 0.02,   19.97, 0.01,  25.3,  0.9,FREE , 1.00,D-R199707200339A,23, -4.440, 0.650,  2.650, 0.420,  1.790, 0.370, -1.000, 0.500,  3.040, 0.450,  9.630, 0.290,   1.198,  5, 316,  -0.278, 58, 218,  -0.920, 32,  49,   1.059,  87, 64,  -20, 186, 72, -153,4.62,D,A
R199709032207A,1997-09-03,22:07:29, 2,  43.01,   12.90,  10.2,4.4,4.4,CENTRAL ITALY	       ,ING,  0,    0,   0,  4,    6,  35,  0,    0,   0, 1, -1.0, 0.5,  43.07, 0.02,   12.78, 0.04,  10.0,  0.0,FIX  , 1.00,D-R199709032207A,22, -6.860, 0.310,  3.330, 0.220,  3.530, 0.300,  2.960, 0.380, -2.800, 1.080, -3.490, 0.260,   8.030, 15,  46,  -0.050,  1, 315,  -7.980, 75, 221,   8.000, 137, 30,  -88, 315, 60,  -91,4.54,D,A
C199709260033A,1997-09-26,00:33:12, 1,  43.05,   12.88,  10.0,5.5,5.6,CENTRAL ITALY            ,PDE,  0,    0,   0, 36,   75,  45, 21,   27, 135, 1,  6.7, 0.2,  43.01, 0.02,   12.86, 0.03,  15.0,  0.0,FIX  , 1.70,D-C199709260033A,24, -3.110, 0.100,  0.850, 0.080,  2.260, 0.100,  1.050, 0.240, -0.530, 0.290, -2.450, 0.100,   4.260,  8,  52,  -0.890, 12, 320,  -3.380, 75, 176,   3.820, 156, 38,  -71, 312, 54, -105,5.66,D,A
C199709260940A,1997-09-26,09:40:26, 2,  43.08,   12.81,  10.0,5.7,6.0,CENTRAL ITALY            ,PDE,  0,    0,   0, 45,  100,  45, 36,   55, 135, 1,  7.0, 0.1,  43.08, 0.01,   12.78, 0.02,  15.0,  0.0,FIX  , 2.70,D-C199709260940A,25, -1.070, 0.010,  0.430, 0.010,  0.640, 0.010,  0.180, 0.050, -0.160, 0.050, -0.610, 0.010,   1.180,  6,  50,  -0.090,  2, 320,  -1.090, 84, 214,   1.140, 142, 39,  -87, 318, 51,  -92,5.97,D,A
R199709261330A,1997-09-26,13:30:51, 2,  43.01,   12.97,  10.0,0.0,3.5,CENTRAL ITALY            ,ING,  0,    0,   0,  6,    8,  35,  0,    0,   0, 1, -0.1, 0.6,  43.11, 0.03,   12.88, 0.06,  10.0,  0.0,FIX  , 1.00,D-R199709261330A,22, -6.190, 0.460,  1.930, 0.230,  4.260, 0.440,  2.300, 0.580, -3.200, 1.340, -2.770, 0.380,   7.260, 16,  56,   0.090,  1, 326,  -7.350, 74, 233,   7.300, 147, 29,  -88, 325, 61,  -91,4.51,D,A
R199709261454A,1997-09-26,14:54:27, 8,  43.06,   12.85,  10.0,4.6,0.0,CENTRAL ITALY            ,NEI,  0,    0,   0,  6,    9,  35,  0,    0,   0, 1,  2.4, 0.9,  43.11, 0.04,   12.84, 0.06,  10.0,  0.0,FIX  , 1.00,D-R199709261454A,22, -2.550, 0.340, -0.540, 0.250,  3.090, 0.260,  2.040, 0.620, -0.290, 0.710, -1.030, 0.250,   3.490,  9,  71,   0.340, 31, 336,  -3.830, 58, 175,   3.660, 193, 45,  -43, 316, 61, -126,4.31,D,A
R199709270808A,1997-09-27,08:08:07, 8,  43.09,   12.81,   5.5,4.3,4.3,CENTRAL ITALY            ,ING,  0,    0,   0,  5,   11,  35,  0,    0,   0, 1,  2.1, 0.4,  43.06, 0.03,   12.77, 0.04,  10.0,  0.0,FIX  , 1.00,D-R199709270808A,22, -3.950, 0.250,  1.210, 0.200,  2.750, 0.350, -0.720, 0.620,  1.270, 0.540, -1.670, 0.150,   4.080, 10, 238,   0.140,  1, 328,  -4.220, 80,  63,   4.150, 326, 35,  -92, 148, 55,  -89,4.35,D,A
R199709271713A,1997-09-27,17:13:02, 9,  43.02,   12.83,  10.0,4.5,0.0,CENTRAL ITALY            ,NEI,  0,    0,   0, 10,   11,  35,  0,    0,   0, 1,  1.3, 0.8,  43.04, 0.04,   12.58, 0.05,  10.0,  0.0,FIX  , 1.00,D-R199709271713A,22, -1.560, 0.150,  0.890, 0.150,  0.670, 0.160,  0.050, 0.340,  1.480, 0.340, -1.060, 0.080,   2.140, 17, 230,   0.250, 25, 328,  -2.390, 60, 109,   2.260, 288, 36, -135, 160, 66,  -63,4.17,D,A
R199709271956A,1997-09-27,19:56:43, 0,  43.06,   12.77,  10.0,4.5,0.0,CENTRAL ITALY            ,NEI,  0,    0,   0, 19,   32,  35,  0,    0,   0, 1,  1.8, 0.3,  43.10, 0.01,   12.71, 0.02,  10.0,  0.0,FIX  , 1.00,D-R199709271956A,22, -3.170, 0.100,  1.960, 0.080,  1.210, 0.100,  1.210, 0.160, -0.620, 0.330, -2.040, 0.070,   3.910, 11,  39,  -0.460,  5, 308,  -3.450, 78, 191,   3.680, 136, 35,  -80, 304, 56,  -97,4.31,D,A
R199710021938A,1997-10-02,19:38:02, 2,  43.64,   12.14,  10.0,4.6,0.0,CENTRAL ITALY            ,NEI,  0,    0,   0, 20,   27,  35,  0,    0,   0, 1,  0.7, 0.3,  43.66, 0.02,   11.95, 0.02,  10.0,  0.0,FIX  , 1.00,D-R199710021938A,22, -4.550, 0.130,  1.990, 0.140,  2.560, 0.130,  2.290, 0.440,  0.350, 0.410, -2.800, 0.090,   5.260,  8,  45,   0.200, 21, 312,  -5.460, 68, 155,   5.360, 158, 41,  -58, 298, 56, -115,4.42,D,A
R199710030855A,1997-10-03,08:55:21, 8,  43.03,   12.84,  10.0,5.1,5.1,CENTRAL ITALY            ,ING,  0,    0,   0, 20,   54,  35,  0,    0,   0, 1,  3.4, 0.1,  43.08, 0.00,   12.73, 0.01,  10.0,  0.0,FIX  , 1.00,D-R199710030855A,23, -7.960, 0.110,  4.820, 0.080,  3.140, 0.110,  1.670, 0.190,  0.420, 0.310, -4.920, 0.080,   9.030,  3,  40,  -0.740, 11, 309,  -8.280, 79, 147,   8.650, 141, 43,  -74, 300, 49, -104,5.23,D,A
R199710040649A,1997-10-04,06:49:59, 0,  42.90,   12.90,  10.0,4.6,0.0,CENTRAL ITALY            ,NEI,  0,    0,   0, 23,   36,  35,  0,    0,   0, 1,  2.1, 0.2,  42.93, 0.01,   12.76, 0.02,  10.0,  0.0,FIX  , 1.00,D-R199710040649A,22, -4.760, 0.130,  3.010, 0.110,  1.740, 0.120, -0.100, 0.280,  0.890, 0.460, -1.960, 0.090,   4.480,  4, 217,   0.400,  7, 307,  -4.880, 82,  99,   4.680, 299, 42, -101, 133, 49,  -81,4.38,D,A
R199710041507A,1997-10-04,15:07:20, 7,  42.93,   12.86,  10.0,4.6,0.0,CENTRAL ITALY            ,NEI,  0,    0,   0, 15,   22,  35,  0,    0,   0, 1, -0.4, 0.3,  42.76, 0.02,   12.80, 0.03,  10.0,  0.0,FIX  , 1.00,D-R199710041507A,22, -4.060, 0.160,  2.460, 0.140,  1.600, 0.140, -3.220, 0.450, -1.010, 0.520, -1.580, 0.120,   4.270, 17, 205,   1.440, 20, 109,  -5.710, 64, 332,   4.990, 322, 33,  -52,  99, 64, -112,4.40,D,A
R199710041613A,1997-10-04,16:13:33, 0,  42.94,   12.93,  10.0,0.0,3.5,CENTRAL ITALY            ,ING,  0,    0,   0,  9,   20,  35,  0,    0,   0, 1,  2.9, 0.3,  42.91, 0.02,   12.97, 0.03,  10.0,  0.0,FIX  , 1.00,D-R199710041613A,23, -1.300, 0.050,  0.710, 0.040,  0.590, 0.050, -0.220, 0.110, -0.050, 0.170, -0.500, 0.030,   1.150,  3, 221,   0.170,  7, 131,  -1.330, 82, 335,   1.240, 318, 42,  -80, 125, 49,  -99,4.67,D,A
R199710041847A,1997-10-04,18:47:47, 4,  42.93,   12.90,  10.0,4.5,0.0,CENTRAL ITALY            ,NEI,  0,    0,   0, 15,   26,  35,  0,    0,   0, 1,  2.0, 0.3,  42.90, 0.02,   12.76, 0.03,  10.0,  0.0,FIX  , 1.00,D-R199710041847A,22, -5.190, 0.160,  2.210, 0.130,  2.980, 0.160, -0.970, 0.550, -0.270, 0.770, -2.240, 0.110,   4.890,  2, 229,   0.470,  9, 139,  -5.360, 81, 334,   5.120, 329, 43,  -77, 131, 48, -102,4.41,D,A
R199710062324A,1997-10-06,23:24:53, 2,  43.02,   12.84,  10.0,5.3,0.0,CENTRAL ITALY            ,ING,  0,    0,   0, 17,   50,  35,  0,    0,   0, 1,  4.2, 0.1,  43.02, 0.01,   12.84, 0.01,  10.0,  0.0,FIX  , 2.00,D-R199710062324A,24, -1.550, 0.030,  0.660, 0.020,  0.890, 0.030,  0.320, 0.050, -0.140, 0.070, -1.070, 0.020,   1.880,  5,  48,  -0.290,  6, 317,  -1.600, 82, 177,   1.740, 145, 40,  -80, 312, 51,  -98,5.43,D,A
R199710070124A,1997-10-07,01:24:33, 9,  42.99,   12.82,  11.6,4.2,4.2,CENTRAL ITALY            ,ING,  0,    0,   0,  5,    8,  35,  0,    0,   0, 1, -0.1, 0.8,  43.13, 0.04,   12.97, 0.10,  10.0,  0.0,FIX  , 1.00,D-R199710070124A,22, -1.700, 0.190,  0.930, 0.180,  0.770, 0.220,  0.890, 0.220, -1.140, 0.990, -0.990, 0.160,   2.350, 20,  45,  -0.120,  5, 136,  -2.230, 70, 240,   2.290, 126, 26, -102, 319, 65,  -84,4.18,D,A
R199710070509A,1997-10-07,05:09:56, 9,  43.03,   12.85,  10.0,3.6,0.0,CENTRAL ITALY            ,ING,  0,    0,   0,  6,   10,  35,  0,    0,   0, 1,  3.0, 0.4,  43.02, 0.02,   12.90, 0.05,  10.0,  0.0,FIX  , 1.00,D-R199710070509A,22, -6.720, 0.430,  3.620, 0.410,  3.100, 0.620,  1.300, 0.760,  0.250, 1.860, -3.140, 0.280,   6.560,  3,  42,   0.360,  8, 312,  -6.920, 81, 154,   6.740, 141, 42,  -77, 304, 49, -101,4.49,D,A
R199710121108A,1997-10-12,11:08:36, 9,  42.91,   12.94,  10.0,5.0,5.0,CENTRAL ITALY            ,ING,  0,    0,   0, 15,   36,  35,  0,    0,   0, 1,  2.5, 0.2,  42.85, 0.01,   12.87, 0.01,  12.0,  0.0,FIX  , 2.00,D-R199710121108A,23, -7.700, 0.190,  2.330, 0.150,  5.370, 0.160, -0.040, 0.400,  1.830, 0.320, -3.270, 0.100,   7.620,  6, 238,   0.350,  6, 329,  -7.970, 81, 106,   7.790, 321, 40, -100, 154, 51,  -82,5.20,D,A
R199710122131A,1997-10-12,21:31:07, 4,  42.86,   12.97,  10.0,4.6,0.0,CENTRAL ITALY            ,NEI,  0,    0,   0, 17,   33,  35,  0,    0,   0, 1,  4.9, 2.6,  42.88, 0.12,   12.81, 0.15,  10.0,  0.0,FIX  , 1.00,D-R199710122131A,22, -1.460, 0.540,  1.390, 0.380,  0.060, 0.520, -2.470, 1.210,  2.750, 1.290, -0.640, 0.350,   3.960, 34, 217,   0.110, 10, 314,  -4.070, 54,  58,   4.020, 271, 14, -133, 136, 80,  -80,4.34,D,A
R199710131101A,1997-10-13,11:01:46, 7,  42.90,   13.00,  10.0,4.5,0.0,CENTRAL ITALY            ,NEI,  0,    0,   0, 17,   27,  35,  0,    0,   0, 1,  3.2, 0.6,  42.93, 0.03,   12.86, 0.04,  10.0,  0.0,FIX  , 1.00,D-R199710131101A,22, -3.860, 0.160,  2.400, 0.130,  1.460, 0.170, -1.400, 0.570, -0.050, 0.740, -1.430, 0.100,   3.610,  9, 214,   0.580, 10, 122,  -4.180, 77, 344,   3.890, 315, 37,  -73, 115, 54, -102,4.33,D,A
R199710131309A,1997-10-13,13:09:21, 2,  42.89,   12.92,  10.0,4.9,0.0,CENTRAL ITALY            ,NEI,  0,    0,   0, 19,   26,  35,  0,    0,   0, 1,  1.2, 0.9,  42.84, 0.04,   12.72, 0.05,  10.0,  0.0,FIX  , 1.00,D-R199710131309A,22, -4.000, 0.170,  2.450, 0.110,  1.560, 0.170, -1.030, 0.620,  1.200, 0.810, -2.100, 0.110,   4.430, 10, 220,  -0.130,  4, 310,  -4.310, 79,  60,   4.370, 305, 35,  -96, 133, 56,  -86,4.36,D,A
R199710141523A,1997-10-14,15:23:10, 6,  42.93,   12.92,  10.0,0.0,5.5,CENTRAL ITALY            ,ING,  0,    0,   0, 17,   49,  35,  0,    0,   0, 1,  4.3, 0.3,  42.96, 0.02,   13.03, 0.03,  12.0,  0.0,FIX  , 2.00,D-R199710141523A,24, -3.340, 0.180,  2.040, 0.110,  1.290, 0.160,  0.390, 0.180, -0.810, 0.330, -1.480, 0.100,   3.290,  7,  39,   0.180,  6, 130,  -3.480, 81, 261,   3.390, 122, 38, -100, 314, 52,  -82,5.62,D,A
R199710152253A,1997-10-15,22:53:10, 5,  42.93,   12.89,  10.0,4.5,0.0,CENTRAL ITALY            ,NEI,  0,    0,   0, 22,   35,  35,  0,    0,   0, 1,  3.1, 0.3,  42.94, 0.02,   12.83, 0.03,  10.0,  0.0,FIX  , 1.00,D-R199710152253A,22, -4.180, 0.140,  2.180, 0.110,  2.000, 0.130, -1.760, 0.520, -0.340, 0.570, -1.920, 0.090,   4.150,  8, 221,   0.590, 16, 129,  -4.730, 72, 335,   4.440, 329, 40,  -65, 117, 55, -110,4.37,D,A
R199710160223A,1997-10-16,02:23:37, 5,  42.91,   12.92,  10.0,4.7,0.0,CENTRAL ITALY            ,NEI,  0,    0,   0, 13,   14,  35,  0,    0,   0, 1,  1.0, 0.5,  42.72, 0.05,   12.63, 0.07,  10.0,  0.0,FIX  , 1.00,D-R199710160223A,22, -1.950, 0.190,  0.890, 0.200,  1.060, 0.150, -3.290, 0.640,  1.810, 0.820, -0.110, 0.170,   3.580, 34, 212,   0.930,  2, 120,  -4.500, 56,  27,   4.040, 310, 11,  -80, 120, 79,  -92,4.34,D,B
R199710160452A,1997-10-16,04:52:55, 5,  42.98,   12.89,  10.0,4.5,0.0,CENTRAL ITALY            ,NEI,  0,    0,   0,  9,   11,  35,  0,    0,   0, 1, -0.8, 0.6,  42.98, 0.00,   12.89, 0.00,  10.0,  0.0,FIX  , 1.00,D-R199710160452A,22, -1.460, 0.130,  1.110, 0.120,  0.350, 0.130,  0.470, 0.380, -0.190, 0.370, -0.510, 0.160,   1.460, 10,  26,   0.090,  1, 296,  -1.550, 80, 199,   1.500, 118, 35,  -88, 295, 55,  -92,4.05,D,A
R199710161200A,1997-10-16,12:00:31, 1,  43.04,   12.89,  10.0,0.0,3.8,CENTRAL ITALY            ,ING,  0,    0,   0,  6,   11,  35,  0,    0,   0, 1,  2.1, 0.4,  43.02, 0.04,   12.85, 0.09,  12.0,  0.0,FIX  , 1.00,D-R199710161200A,22, -0.020, 0.680, -2.140, 0.340,  2.160, 0.570, -0.130, 0.730,  0.740, 0.990, -3.150, 0.310,   3.950, 10, 242,  -0.130, 79,  43,  -3.820,  3, 152,   3.890, 287, 80,  175,  18, 85,   10,4.33,D,A
R199710161731A,1997-10-16,17:31:43, 9,  42.88,   12.97,  10.0,4.5,0.0,CENTRAL ITALY            ,NEI,  0,    0,   0, 18,   23,  35,  0,    0,   0, 1,  1.8, 0.6,  43.02, 0.03,   12.73, 0.04,  10.0,  0.0,FIX  , 1.00,D-R199710161731A,22, -2.520, 0.110,  0.960, 0.080,  1.550, 0.120,  0.100, 0.320,  1.820, 0.460, -1.210, 0.080,   2.890, 15, 239,   0.390, 17, 333,  -3.280, 66, 109,   3.080, 305, 33, -123, 163, 63,  -70,4.26,D,A
R199710171422A,1997-10-17,14:22:45, 9,  42.89,   12.91,  10.0,4.5,0.0,CENTRAL ITALY            ,NEI,  0,    0,   0,  9,   11,  35,  0,    0,   0, 1, -0.3, 0.6,  42.83, 0.04,   12.89, 0.07,  10.0,  0.0,FIX  , 1.00,D-R199710171422A,22, -2.360, 0.180,  1.760, 0.150,  0.600, 0.190, -0.980, 0.730, -1.160, 0.700, -1.210, 0.200,   2.540,  3, 211,   0.590, 27, 119,  -3.130, 63, 306,   2.830, 326, 48,  -53,  97, 54, -124,4.24,D,A
R199710191600A,1997-10-19,16:00:16, 8,  42.97,   12.79,  10.0,0.0,3.5,CENTRAL ITALY            ,ING,  0,    0,   0,  5,    9,  35,  0,    0,   0, 1,  2.2, 0.6,  42.94, 0.03,   12.82, 0.07,  10.0,  0.0,FIX  , 1.00,D-R199710191600A,22, -2.660, 0.220,  1.210, 0.160,  1.450, 0.220, -0.180, 0.430, -0.400, 0.610, -1.540, 0.130,   2.880,  2,  47,  -0.150,  9, 138,  -2.730, 81, 306,   2.800, 128, 44, -103, 326, 47,  -78,4.23,D,A
R199710250308A,1997-10-25,03:08:06, 0,  42.84,   13.01,  10.0,4.6,0.0,CENTRAL ITALY            ,NEI,  0,    0,   0, 13,   18,  35,  0,    0,   0, 1,  0.1, 0.6,  42.63, 0.04,   12.94, 0.05,  10.0,  0.0,FIX  , 1.00,D-R199710250308A,22, -2.730, 0.160,  1.220, 0.140,  1.520, 0.130, -2.120, 0.430, -0.200, 0.720, -0.980, 0.110,   2.720, 16, 217,   1.000, 19, 121,  -3.720, 65, 345,   3.220, 333, 33,  -54, 112, 64, -111,4.28,D,A
R199710310423A,1997-10-31,04:23:42, 5,  44.28,    6.47,  10.0,4.8,0.0,WESTERN ALPS             ,NEI,  0,    0,   0,  8,   12,  35,  0,    0,   0, 1,  2.2, 0.8,  44.18, 0.06,    6.62, 0.11,  10.0,  0.0,FIX  , 1.00,D-R199710310423A,22,  1.870, 0.280, -1.460, 0.170, -0.410, 0.280,  2.300, 0.670,  1.550, 1.000,  0.770, 0.220,   3.760, 55, 318,  -1.120, 20,  79,  -2.640, 27, 179,   3.200, 308, 25,  142,  73, 75,   70,4.27,D,A
R199711091907A,1997-11-09,19:07:32, 0,  42.87,   13.00,  10.0,0.0,3.8,CENTRAL ITALY            ,ING,  0,    0,   0, 28,   57,  35,  0,    0,   0, 1,  4.0, 0.1,  42.83, 0.01,   12.95, 0.01,  12.0,  0.0,FIX  , 1.00,D-R199711091907A,23, -2.230, 0.050,  1.180, 0.040,  1.060, 0.060, -0.320, 0.090, -0.480, 0.100, -1.550, 0.040,   2.670,  1,  44,  -0.270, 16, 134,  -2.400, 74, 310,   2.530, 118, 46, -113, 329, 48,  -68,4.87,D,A
R199711301124A,1997-11-30,11:24:42, 0,  42.88,   12.95,  10.0,0.0,4.6,CENTRAL ITALY            ,Nei,  0,    0,   0, 16,   23,  35,  0,    0,   0, 1,  2.1, 0.3,  42.78, 0.02,   12.86, 0.03,  10.0,  0.0,FIX  , 1.00,D-R199711301124A,22, -3.390, 0.140,  1.170, 0.110,  2.220, 0.130, -0.030, 0.380, -1.890, 0.510, -2.030, 0.080,   4.090, 12,  55,  -0.040, 17, 149,  -4.050, 69, 292,   4.070, 125, 36, -119, 339, 59,  -70,4.34,D,A
B199712021922A,1997-12-02,19:22:44, 7,  36.02,   19.66,  33.0,4.7,4.7,MEDITERRANEAN SEA        ,PDE,  0,    0,   0, 14,   14,  45,  0,    0,   0, 1,  2.0, 1.7,  36.68, 0.22,   19.40, 0.19,  15.0,  0.0,FIX  , 1.00,D-B199712021922A,23, -1.940, 0.560, -4.320, 0.790,  6.260, 0.880,  7.380, 2.690, -0.330, 3.870, -1.340, 0.770,   6.810, 17,  72,   3.840, 45, 324, -10.650, 40, 176,   8.730, 206, 49,  -20, 309, 75, -137,5.23,D,A
R199712241753A,1997-12-24,17:53:08, 5,  44.09,   10.55,  10.0,4.8,0.0,NORTHERN ITALY           ,Nei,  0,    0,   0, 12,   16,  35,  0,    0,   0, 1,  5.2, 0.7,  44.19, 0.03,   10.52, 0.04,  19.2,  1.3,FREE , 1.00,D-R199712241753A,22, -2.860, 0.440,  2.540, 0.330,  0.310, 0.280, -0.420, 0.210, -1.510, 0.310, -2.360, 0.120,   4.070,  4,  33,  -0.310, 30, 126,  -3.750, 60, 297,   3.910,  95, 49, -132, 329, 56,  -53,4.33,D,A
R199712311602A,1997-12-31,16:02:15, 5,  42.87,   12.99,  10.0,0.0,4.5,CENTRAL ITALY            ,Nei,  0,    0,   0, 12,   18,  35,  0,    0,   0, 1,  2.1, 0.3,  42.89, 0.03,   12.75, 0.06,  10.0,  0.0,FIX  , 1.00,D-R199712311602A,22, -2.500, 0.190,  1.230, 0.140,  1.270, 0.180,  0.270, 0.570,  2.420, 0.780, -1.560, 0.130,   3.290, 17, 235,   0.560, 24, 333,  -3.850, 60, 112,   3.570, 293, 35, -135, 164, 66,  -64,4.31,D,A
R199801171232A,1998-01-17,12:32:51, 2,  38.40,   12.90,  10.0,0.0,3.5,SICILY                   ,ING,  0,    0,   0, 22,   47,  35,  0,    0,   0, 1,  0.9, 0.1,  38.45, 0.01,   12.75, 0.02,  10.0,  0.0,FIX  , 1.00,D-R199801171232A,23,  1.880, 0.040, -1.500, 0.030, -0.390, 0.030, -1.250, 0.120,  0.020, 0.130, -0.550, 0.020,   2.310, 71, 193,  -0.240,  9,  75,  -2.070, 17, 342,   2.190,  58, 29,   71, 260, 62,  100,4.83,D,A
R199802070059A,1998-02-07,00:59:48, 0,  43.00,   12.90,  10.2,4.4,4.4,CENTRAL ITALY            ,ING,  0,    0,   0,  6,   12,  35,  0,    0,   0, 1, -0.8, 0.7,  42.97, 0.04,   12.80, 0.10,  10.0,  0.0,FIX  , 1.00,D-R199802070059A,22, -5.010, 0.520,  2.650, 0.300,  2.350, 0.510, -0.890, 1.060,  1.500, 1.400, -2.090, 0.290,   4.890, 10, 224,   0.440,  5, 315,  -5.330, 79,  70,   5.110, 308, 36,  -98, 138, 55,  -84,4.41,D,A
R199802261209A,1998-02-26,12:09:19, 0,  44.67,   17.55,  10.0,4.6,0.0,YUGOSLAVIA               ,Nei,  0,    0,   0, 17,   26,  35,  0,    0,   0, 1,  3.9, 0.3,  44.75, 0.02,   17.86, 0.03,  15.0,  0.0,FIX  , 1.00,D-R199802261209A,22,  3.830, 0.240, -4.570, 0.190,  0.740, 0.190, -4.030, 0.460,  1.960, 0.470,  2.030, 0.150,   5.700, 67, 217,   1.370,  6, 113,  -7.070, 22,  20,   6.390,  99, 23,   75, 295, 67,   96,4.47,D,B
R199803010722A,1998-03-01,07:22:41, 7,  43.36,   17.63,  10.0,4.5,0.0,YUGOSLAVIA               ,NEI,  0,    0,   0, 12,   12,  35,  0,    0,   0, 1, -0.3, 0.7,  43.01, 0.08,   17.50, 0.05,  15.0,  0.0,FIX  , 1.00,D-R199803010722A,23,  0.920, 0.110,  0.090, 0.080, -1.000, 0.070,  0.420, 0.180, -0.620, 0.330,  0.160, 0.060,   1.210, 67,  37,   0.030, 14, 163,  -1.250, 18, 257,   1.230,   8, 30,  119, 156, 64,   75,4.66,D,B
